[2022-07-08 01:19:08] Ora2Pg version: 23.1
[2022-07-08 01:19:08] Export type: SHOW_TABLE
[2022-07-08 01:19:08] Geometry export type: INTERNAL
[2022-07-08 01:19:08] ORACLE_HOME = /usr/local/oracle/10g
[2022-07-08 01:19:08] NLS_LANG = AMERICAN_AMERICA.AL32UTF8
[2022-07-08 01:19:08] NLS_NCHAR = AL32UTF8
[2022-07-08 01:19:08] Trying to connect to database: dbi:Oracle:host=srv-dbora-03.whebdc.com.br;service_name=DEV_1810;port=1521
[2022-07-08 01:19:09] Isolation level: SET TRANSACTION ISOLATION LEVEL SERIALIZABLE
[2022-07-08 01:19:09] Showing table information...
[2022-07-08 01:20:16] Collecting 26408 tables in DBA_OBJECTS took: 67 wallclock secs ( 0.08 usr +  0.02 sys =  0.10 CPU)
[2022-07-08 01:21:41] Collecting 22920 tables information in DBA_TABLES took: 85 wallclock secs ( 0.21 usr +  0.02 sys =  0.23 CPU)
[2022-07-08 01:21:41] Retrieving column identity information...
[2022-07-08 01:22:26] Looking to subpartition information...
[2022-07-08 01:22:35] Looking to partitioned tables information...
[2022-07-08 01:22:40] Looking to external tables information...
[2022-07-08 01:22:40] [1] TABLE COMERCIAL.AAZF_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6892] TABLE COMERCIAL.GRUPO_ITENS_REL_SCHEDULE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6893] TABLE COMERCIAL.GRUPO_JUSTIF_MATERIAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6894] TABLE COMERCIAL.GRUPO_LOCAL_SENHA (owner: COMERCIAL, 5 rows)
[2022-07-08 01:22:51] [6895] TABLE COMERCIAL.GRUPO_MATERIAL (owner: COMERCIAL, 30 rows)
[2022-07-08 01:22:51] [6896] TABLE COMERCIAL.GRUPO_MATERIAL_ROTINA (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [6897] TABLE COMERCIAL.GRUPO_MATERIAL_ROTINA_LIB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6898] TABLE COMERCIAL.GRUPO_MEDICAMENTO_ROTINA (owner: COMERCIAL, 8 rows)
[2022-07-08 01:22:51] [6899] TABLE COMERCIAL.GRUPO_MEDICAMENTO_SUPORTE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6900] TABLE COMERCIAL.GRUPO_MEDIC_SUPORTE_ITEM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6901] TABLE COMERCIAL.GRUPO_MOTIVO_CANCEL (owner: COMERCIAL, 8 rows)
[2022-07-08 01:22:51] [6902] TABLE COMERCIAL.GRUPO_MOTIVO_TRANSF_PAC (owner: COMERCIAL, 5 rows)
[2022-07-08 01:22:51] [6903] TABLE COMERCIAL.GRUPO_NATUREZA_GASTO (owner: COMERCIAL, 30 rows)
[2022-07-08 01:22:51] [6904] TABLE COMERCIAL.GRUPO_OPERACAO_NOTA_LIB (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [6905] TABLE COMERCIAL.GRUPO_PARACER_PESSOA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6906] TABLE COMERCIAL.GRUPO_PARECER (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6907] TABLE COMERCIAL.GRUPO_PATOLOGIA_ANTICORPO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6908] TABLE COMERCIAL.GRUPO_PATOLOGIA_ANT_ITEM (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:51] [6909] TABLE COMERCIAL.GRUPO_PERDA_GANHO (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:51] [6910] TABLE COMERCIAL.GRUPO_PERDA_GANHO_LIB (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:51] [6911] TABLE COMERCIAL.GRUPO_PERFIL (owner: COMERCIAL, 6 rows)
[2022-07-08 01:22:51] [6912] TABLE COMERCIAL.GRUPO_PERFIL_FUNCAO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6913] TABLE COMERCIAL.GRUPO_PERFIL_ITEM (owner: COMERCIAL, 24 rows)
[2022-07-08 01:22:51] [6914] TABLE COMERCIAL.GRUPO_PERGUNTA (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:51] [6915] TABLE COMERCIAL.GRUPO_PERGUNTA_OS (owner: COMERCIAL, 13 rows)
[2022-07-08 01:22:51] [6916] TABLE COMERCIAL.GRUPO_PJ_COMPRAS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6917] TABLE COMERCIAL.GRUPO_PJ_COMPRAS_FORNEC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6918] TABLE COMERCIAL.GRUPO_PJ_COMPRAS_FOR_EST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6919] TABLE COMERCIAL.GRUPO_PROC (owner: COMERCIAL, 5275 rows)
[2022-07-08 01:22:51] [6920] TABLE COMERCIAL.GRUPO_PROCEDENCIA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6921] TABLE COMERCIAL.GRUPO_PROC_DERIVADO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [6922] TABLE COMERCIAL.GRUPO_PROC_INTERNO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6923] TABLE COMERCIAL.GRUPO_PROD_FINANC (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6924] TABLE COMERCIAL.GRUPO_PROD_FINANC_PERFIL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6925] TABLE COMERCIAL.GRUPO_PROJETO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [6926] TABLE COMERCIAL.GRUPO_QUESTAO_LAUDO (owner: COMERCIAL, 7 rows)
[2022-07-08 01:22:51] [6927] TABLE COMERCIAL.GRUPO_RECEITA (owner: COMERCIAL, 8 rows)
[2022-07-08 01:22:51] [6928] TABLE COMERCIAL.GRUPO_REC_CRITERIO (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:51] [6929] TABLE COMERCIAL.GRUPO_REGRA_ENVIO_EMAIL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6930] TABLE COMERCIAL.GRUPO_REGULACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6931] TABLE COMERCIAL.GRUPO_REGULACAO_LIB (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6932] TABLE COMERCIAL.GRUPO_RELATORIO_AUTO_IMP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6933] TABLE COMERCIAL.GRUPO_RELATORIO_AUTO_PARAM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6934] TABLE COMERCIAL.GRUPO_REL_SCHEDULE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6935] TABLE COMERCIAL.GRUPO_RESIDUO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6936] TABLE COMERCIAL.GRUPO_RESPONSAVEL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6937] TABLE COMERCIAL.GRUPO_RESPONSAVEL_REGRA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6938] TABLE COMERCIAL.GRUPO_ROTINA_EXAME (owner: COMERCIAL, 9 rows)
[2022-07-08 01:22:51] [6939] TABLE COMERCIAL.GRUPO_SEGMENTO_COMPRAS (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [6940] TABLE COMERCIAL.GRUPO_SERVICO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [6941] TABLE COMERCIAL.GRUPO_SERVICO_ITEM (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:51] [6942] TABLE COMERCIAL.GRUPO_SETOR (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:51] [6943] TABLE COMERCIAL.GRUPO_SETOR_ITEM (owner: COMERCIAL, 18 rows)
[2022-07-08 01:22:51] [6944] TABLE COMERCIAL.GRUPO_SOLUCAO_ROTINA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6945] TABLE COMERCIAL.GRUPO_SOL_ROTINA_PERFIL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6946] TABLE COMERCIAL.GRUPO_SUPORTE (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:51] [6947] TABLE COMERCIAL.GRUPO_TESTE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6948] TABLE COMERCIAL.GRUPO_TEXTO_PADRAO (owner: COMERCIAL, 8 rows)
[2022-07-08 01:22:51] [6949] TABLE COMERCIAL.GRUPO_TX_EXAM_ADIC_URG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6950] TABLE COMERCIAL.GRUPO_USUARIO (owner: COMERCIAL, 100 rows)
[2022-07-08 01:22:51] [6951] TABLE COMERCIAL.GRUPO_USUARIO_TASYMON (owner: COMERCIAL, 10 rows)
[2022-07-08 01:22:51] [6952] TABLE COMERCIAL.GRU_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6953] TABLE COMERCIAL.GTIN_MATGLOBAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6954] TABLE COMERCIAL.GUIA_MORTE_FETAL_NOMS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6955] TABLE COMERCIAL.GUIA_MORTE_NOMS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6956] TABLE COMERCIAL.GV_MOTIVO_RECUSA_TRANSF (owner: COMERCIAL, 7 rows)
[2022-07-08 01:22:51] [6957] TABLE COMERCIAL.GV_REGRA_ATEND_STATUS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6958] TABLE COMERCIAL.GWVO_MED (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6959] TABLE COMERCIAL.HCM_ANGEHORIGEN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6960] TABLE COMERCIAL.HCM_DIR_LIST (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6961] TABLE COMERCIAL.HCM_FALL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6962] TABLE COMERCIAL.HCM_FALLKLASSIFIKATIONS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6963] TABLE COMERCIAL.HCM_FILA_TRANSMISSAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6964] TABLE COMERCIAL.HCM_KOPF (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6965] TABLE COMERCIAL.HCM_MESSAGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6966] TABLE COMERCIAL.HCM_PATIENTEN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6967] TABLE COMERCIAL.HCM_PAT_ZUSAMMENFUHRUNG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6968] TABLE COMERCIAL.HCM_SEGMENTO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6969] TABLE COMERCIAL.HCM_VERSICHERUNGSVERHALTNI (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6970] TABLE COMERCIAL.HCP_ASSESSMENT_DATA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6971] TABLE COMERCIAL.HCP_BATCH_SENDING (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:51] [6972] TABLE COMERCIAL.HCP_CARE_TYPE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6973] TABLE COMERCIAL.HCP_DATASET_CONTENT (owner: COMERCIAL, 14 rows)
[2022-07-08 01:22:51] [6974] TABLE COMERCIAL.HCP_DATASET_SEND (owner: COMERCIAL, 14 rows)
[2022-07-08 01:22:51] [6975] TABLE COMERCIAL.HCP_DATASET_STRUCT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6976] TABLE COMERCIAL.HCP_DEPART_TYPE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6977] TABLE COMERCIAL.HCP_DISCHARGE_INTENTION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6978] TABLE COMERCIAL.HCP_FIELD_MAPPING (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6979] TABLE COMERCIAL.HCP_FILES (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6980] TABLE COMERCIAL.HCP_FILE_DATA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6981] TABLE COMERCIAL.HCP_INCONSISTENCY_DS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6982] TABLE COMERCIAL.HCP_REF_SOURCE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6983] TABLE COMERCIAL.HCP_SEGMENT_DATA (owner: COMERCIAL, 12 rows)
[2022-07-08 01:22:51] [6984] TABLE COMERCIAL.HCP_SEGMENT_HEADER (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [6985] TABLE COMERCIAL.HCP_SEGMENT_STRUCT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6986] TABLE COMERCIAL.HCP_SEPARATION_MODE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [6987] TABLE COMERCIAL.HCP_SNAP_SEG_DATA (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:51] [6988] TABLE COMERCIAL.HC_AGENDA_BLOQUEIO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [6989] TABLE COMERCIAL.HC_AGENDA_PROF (owner: COMERCIAL, 199 rows)
[2022-07-08 01:22:51] [6990] TABLE COMERCIAL.HC_AVALIACAO_ABEMID (owner: COMERCIAL, 19 rows)
[2022-07-08 01:22:51] [6991] TABLE COMERCIAL.HC_CLASSIF (owner: COMERCIAL, 14 rows)
[2022-07-08 01:22:51] [6992] TABLE COMERCIAL.HC_COMO_CHEGAR_PACIENTE (owner: COMERCIAL, 19 rows)
[2022-07-08 01:22:51] [6993] TABLE COMERCIAL.HC_ENTIDADE (owner: COMERCIAL, 12 rows)
[2022-07-08 01:22:51] [6994] TABLE COMERCIAL.HC_EQUIPAMENTO (owner: COMERCIAL, 17 rows)
[2022-07-08 01:22:51] [6995] TABLE COMERCIAL.HC_EQUIPE (owner: COMERCIAL, 12 rows)
[2022-07-08 01:22:51] [6996] TABLE COMERCIAL.HC_EQUIPE_PROF (owner: COMERCIAL, 31 rows)
[2022-07-08 01:22:51] [6997] TABLE COMERCIAL.HC_EQUIPE_REGIAO (owner: COMERCIAL, 11 rows)
[2022-07-08 01:22:51] [6998] TABLE COMERCIAL.HC_EQUIPE_VEICULO (owner: COMERCIAL, 17 rows)
[2022-07-08 01:22:51] [6999] TABLE COMERCIAL.HC_FREQUENCIA_SERVICO (owner: COMERCIAL, 6 rows)
[2022-07-08 01:22:51] [7000] TABLE COMERCIAL.HC_HISTORICO_MOV_EQUIP (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:51] [7001] TABLE COMERCIAL.HC_INCONSISTENCIA_AGEN (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [7002] TABLE COMERCIAL.HC_MOTIVO_ATRASO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [7003] TABLE COMERCIAL.HC_MOTIVO_CANCELAMENTO (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [7004] TABLE COMERCIAL.HC_MOTIVO_PRORROGACAO (owner: COMERCIAL, 4 rows)
[2022-07-08 01:22:51] [7005] TABLE COMERCIAL.HC_MOTIVO_TRANSFERENCIA (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [7006] TABLE COMERCIAL.HC_ORIGEM (owner: COMERCIAL, 12 rows)
[2022-07-08 01:22:51] [7007] TABLE COMERCIAL.HC_PACIENTE_CONTATO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [7008] TABLE COMERCIAL.HC_PACIENTE_MATERIAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7009] TABLE COMERCIAL.HC_PACIENTE_SERVICO (owner: COMERCIAL, 46 rows)
[2022-07-08 01:22:51] [7010] TABLE COMERCIAL.HC_PACIENTE_SERVICO_PROC (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [7011] TABLE COMERCIAL.HC_PAC_EQUIPAMENTO (owner: COMERCIAL, 35 rows)
[2022-07-08 01:22:51] [7012] TABLE COMERCIAL.HC_PAD_CAD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7013] TABLE COMERCIAL.HC_PAD_CONTROLE (owner: COMERCIAL, 5 rows)
[2022-07-08 01:22:51] [7014] TABLE COMERCIAL.HC_PAD_CONTROLE_PROF (owner: COMERCIAL, 7 rows)
[2022-07-08 01:22:51] [7015] TABLE COMERCIAL.HC_PAD_CRONOGRAMA_CAD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7016] TABLE COMERCIAL.HC_PAD_EQUIPAMENTO (owner: COMERCIAL, 9 rows)
[2022-07-08 01:22:51] [7017] TABLE COMERCIAL.HC_PAD_EQUIPAMENTO_CAD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7018] TABLE COMERCIAL.HC_PAD_MATERIAL (owner: COMERCIAL, 104 rows)
[2022-07-08 01:22:51] [7019] TABLE COMERCIAL.HC_PAD_MAT_MED_CAD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7020] TABLE COMERCIAL.HC_PAD_PROCEDIMENTO (owner: COMERCIAL, 7 rows)
[2022-07-08 01:22:51] [7021] TABLE COMERCIAL.HC_PAD_PROFISSIONAL (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [7022] TABLE COMERCIAL.HC_PAD_PROF_INTERV (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [7023] TABLE COMERCIAL.HC_PAD_PROF_PROCED (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:51] [7024] TABLE COMERCIAL.HC_PAD_SERVICO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7025] TABLE COMERCIAL.HC_PAD_SERVICO_CAD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7026] TABLE COMERCIAL.HC_PARAMETRO (owner: COMERCIAL, 1 rows)
[2022-07-08 01:22:51] [7027] TABLE COMERCIAL.HC_PREVISAO_ALTA (owner: COMERCIAL, 7 rows)
[2022-07-08 01:22:51] [7028] TABLE COMERCIAL.HC_PROFISSIONAL (owner: COMERCIAL, 23 rows)
[2022-07-08 01:22:51] [7029] TABLE COMERCIAL.HC_PROFISSIONAL_PROC (owner: COMERCIAL, 3 rows)
[2022-07-08 01:22:51] [7030] TABLE COMERCIAL.HC_REGIAO (owner: COMERCIAL, 12 rows)
[2022-07-08 01:22:51] [7031] TABLE COMERCIAL.HC_REGRA_AVALIACAO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7032] TABLE COMERCIAL.HC_REGRA_ENVIO_CLEPA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7033] TABLE COMERCIAL.HC_REGRA_GERAR_AGEN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7034] TABLE COMERCIAL.HC_REGRA_VISUAL_EQUIP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7035] TABLE COMERCIAL.HC_RESP_SERVICO_PACIENTE (owner: COMERCIAL, 68 rows)
[2022-07-08 01:22:51] [7036] TABLE COMERCIAL.HC_RESP_SERV_PAC_CONTROLE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7037] TABLE COMERCIAL.HC_SERVICO (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:51] [7038] TABLE COMERCIAL.HC_SERVICO_EMPRESA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7039] TABLE COMERCIAL.HC_SERVICO_EQUIPE (owner: COMERCIAL, 16 rows)
[2022-07-08 01:22:51] [7040] TABLE COMERCIAL.HC_SERVICO_PROC (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:51] [7041] TABLE COMERCIAL.HC_SERVICO_PROF (owner: COMERCIAL, 21 rows)
[2022-07-08 01:22:51] [7042] TABLE COMERCIAL.HC_STATUS_PAC (owner: COMERCIAL, 14 rows)
[2022-07-08 01:22:51] [7043] TABLE COMERCIAL.HC_STATUS_SERVICO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7044] TABLE COMERCIAL.HC_SUB_REGIAO (owner: COMERCIAL, 37 rows)
[2022-07-08 01:22:51] [7045] TABLE COMERCIAL.HC_TRANSFERENCIA (owner: COMERCIAL, 19 rows)
[2022-07-08 01:22:51] [7046] TABLE COMERCIAL.HC_TURNO (owner: COMERCIAL, 2 rows)
[2022-07-08 01:22:51] [7047] TABLE COMERCIAL.HDM_AGENDAMENTO_ANEXO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7048] TABLE COMERCIAL.HDM_AUT_PROC_CUBO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7049] TABLE COMERCIAL.HDM_BENEF_CUBO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7050] TABLE COMERCIAL.HDM_BENEF_CUSTO_CUBO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7051] TABLE COMERCIAL.HDM_CONTA_CUBO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7052] TABLE COMERCIAL.HDM_CONTA_PROC_CUBO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7053] TABLE COMERCIAL.HDM_DIAGNOSTICO_CUBO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7054] TABLE COMERCIAL.HDM_ENC_ESPECIALISTA (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7055] TABLE COMERCIAL.HDM_GUIA_AUTOR_CUBO (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7056] TABLE COMERCIAL.HDM_HORARIO_PREFERENCIAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7057] TABLE COMERCIAL.HDM_INDIC_AGE_RANGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7058] TABLE COMERCIAL.HDM_INDIC_BLOOD_PRES_RANGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7059] TABLE COMERCIAL.HDM_INDIC_BMI_RANGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7060] TABLE COMERCIAL.HDM_INDIC_DIM_COST_TYPE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7061] TABLE COMERCIAL.HDM_INDIC_DM_ACTIV_GROUP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7062] TABLE COMERCIAL.HDM_INDIC_DM_APP_DETAILS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7063] TABLE COMERCIAL.HDM_INDIC_DM_BILL_DIAG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7064] TABLE COMERCIAL.HDM_INDIC_DM_BILL_TYPE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7065] TABLE COMERCIAL.HDM_INDIC_DM_BMI_RANGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7066] TABLE COMERCIAL.HDM_INDIC_DM_BP_RANGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7067] TABLE COMERCIAL.HDM_INDIC_DM_CAMPAIGN (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7068] TABLE COMERCIAL.HDM_INDIC_DM_CLINIC_ANT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7069] TABLE COMERCIAL.HDM_INDIC_DM_CONTROL_GROUP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7070] TABLE COMERCIAL.HDM_INDIC_DM_COST_RANGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7071] TABLE COMERCIAL.HDM_INDIC_DM_DAY (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7072] TABLE COMERCIAL.HDM_INDIC_DM_EPISODE_DET (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7073] TABLE COMERCIAL.HDM_INDIC_DM_EXAM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7074] TABLE COMERCIAL.HDM_INDIC_DM_GLYC_RANGE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7075] TABLE COMERCIAL.HDM_INDIC_DM_HABIT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7076] TABLE COMERCIAL.HDM_INDIC_DM_MEDICATION (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7077] TABLE COMERCIAL.HDM_INDIC_DM_MONTH (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7078] TABLE COMERCIAL.HDM_INDIC_DM_PARTIC_DET (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7079] TABLE COMERCIAL.HDM_INDIC_DM_PATIENT_GROUP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7080] TABLE COMERCIAL.HDM_INDIC_DM_PLAN_REAL_DET (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7081] TABLE COMERCIAL.HDM_INDIC_DM_PROCEDURE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7082] TABLE COMERCIAL.HDM_INDIC_DM_PROFESSIONAL (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7083] TABLE COMERCIAL.HDM_INDIC_DM_PROGRAM (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7084] TABLE COMERCIAL.HDM_INDIC_DM_REFERENCE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7085] TABLE COMERCIAL.HDM_INDIC_DM_RISK_DISEASE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7086] TABLE COMERCIAL.HDM_INDIC_DM_SEARCH_RULE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7087] TABLE COMERCIAL.HDM_INDIC_DM_SUSP_DETAILS (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7088] TABLE COMERCIAL.HDM_INDIC_DM_VACCINE (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7089] TABLE COMERCIAL.HDM_INDIC_FT_APPOINT (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7090] TABLE COMERCIAL.HDM_INDIC_FT_APPOINT_AG (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7091] TABLE COMERCIAL.HDM_INDIC_FT_APPOINT_CP (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7092] TABLE COMERCIAL.HDM_INDIC_FT_APPOINT_PF (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7093] TABLE COMERCIAL.HDM_INDIC_FT_APPOINT_PR (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7094] TABLE COMERCIAL.HDM_INDIC_FT_APPOINT_RD (owner: COMERCIAL, 0 rows)
[2022-07-08 01:22:51] [7095] TABLE COMERCIAL.HDM_INDIC_FT_CLINIC_ANT (owner: COMERCIAL, 0 rows)
